OTU_ID,Short_name,Short_name,Taxonomy,Domain,Phylum,Class,Order,Family,Genus
OTU334,(o__Bacillales_G) g__Fictibacillus,(o__Bacillales_G) g__Fictibacillus, d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_G;f__Fictibacillaceae;g__Fictibacillus, d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_G,f__Fictibacillaceae,g__Fictibacillus
OTU335,(o__RF39) unclassified,(o__RF39) unclassified, d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;unclassified, d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__UBA660,unclassified
OTU336,(o__RFN20) g__UBA970,(o__RFN20) g__UBA970, d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA970, d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-826,g__UBA970
OTU337,(o__RFN20) unclassified,(o__RFN20) unclassified, d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;unclassified, d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-826,unclassified
OTU338,(o__RFN20) g__,(o__RFN20) g__, d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;unclassified;, d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,unclassified,g__
OTU339,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Firmicutes;c__Bacilli;unclassified;, d__Bacteria,p__Firmicutes,c__Bacilli,unclassified,,g__
OTU340,(o__) g__,(o__) g__, d__Bacteria;p__Firmicutes;unclassified;, d__Bacteria,p__Firmicutes,unclassified,o__,,g__
OTU341,(o__Christensenellales) g__,(o__Christensenellales) g__, d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;unclassified;, d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,unclassified,g__
OTU342,(o__Lachnospirales) unclassified,(o__Lachnospirales) unclassified, d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;unclassified, d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,unclassified
OTU343,(o__Lachnospirales) g__,(o__Lachnospirales) g__, d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;unclassified;, d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,unclassified,g__
OTU344,(o__Oscillospirales) g__,(o__Oscillospirales) g__, d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;unclassified;, d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,unclassified,g__
OTU345,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Firmicutes_A;c__Clostridia;unclassified;, d__Bacteria,p__Firmicutes_A,c__Clostridia,unclassified,,g__
OTU346,(o__) g__,(o__) g__, d__Bacteria;p__Firmicutes_A;unclassified;, d__Bacteria,p__Firmicutes_A,unclassified,o__,,g__
OTU347,(o__) g__,(o__) g__, d__Bacteria;p__Firmicutes_B;unclassified;, d__Bacteria,p__Firmicutes_B,unclassified,o__,,g__
OTU348,(o__Gemmatimonadales) g__PNKF01,(o__Gemmatimonadales) g__PNKF01, d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__PNKF01, d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__PNKF01
OTU349,(o__Gemmatimonadales) unclassified,(o__Gemmatimonadales) unclassified, d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;unclassified, d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,unclassified
OTU350,(o__Gemmatimonadales) g__,(o__Gemmatimonadales) g__, d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;unclassified;, d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,unclassified,g__
OTU351,(o__Longimicrobiales) g__UBA1138,(o__Longimicrobiales) g__UBA1138, d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA1138, d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Longimicrobiales,f__UBA6960,g__UBA1138
OTU352,(o__Longimicrobiales) g__UBA2589,(o__Longimicrobiales) g__UBA2589, d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA2589, d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Longimicrobiales,f__UBA6960,g__UBA2589
OTU353,(o__Longimicrobiales) unclassified,(o__Longimicrobiales) unclassified, d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;unclassified, d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Longimicrobiales,f__UBA6960,unclassified
OTU354,(o__Longimicrobiales) g__,(o__Longimicrobiales) g__, d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;unclassified;, d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Longimicrobiales,unclassified,g__
OTU355,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;unclassified;, d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,unclassified,,g__
OTU356,(o__) g__,(o__) g__, d__Bacteria;p__Gemmatimonadota;unclassified;, d__Bacteria,p__Gemmatimonadota,unclassified,o__,,g__
OTU357,(o__Hydrogenedentiales) g__DTSJ01,(o__Hydrogenedentiales) g__DTSJ01, d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__GCA-2746185;g__DTSJ01, d__Bacteria,p__Hydrogenedentota,c__Hydrogenedentia,o__Hydrogenedentiales,f__GCA-2746185,g__DTSJ01
OTU358,(o__Hydrogenedentiales) unclassified,(o__Hydrogenedentiales) unclassified, d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__GCA-2746185;unclassified, d__Bacteria,p__Hydrogenedentota,c__Hydrogenedentia,o__Hydrogenedentiales,f__GCA-2746185,unclassified
OTU359,(o__Hydrogenedentiales) g__,(o__Hydrogenedentiales) g__, d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;unclassified;, d__Bacteria,p__Hydrogenedentota,c__Hydrogenedentia,o__Hydrogenedentiales,unclassified,g__
OTU360,(o__UBA2968) g__JABIFK01,(o__UBA2968) g__JABIFK01, d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA2968;f__UBA2968;g__JABIFK01, d__Bacteria,p__Latescibacterota,c__UBA2968,o__UBA2968,f__UBA2968,g__JABIFK01
OTU361,(o__UBA2968) unclassified,(o__UBA2968) unclassified, d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA2968;f__UBA2968;unclassified, d__Bacteria,p__Latescibacterota,c__UBA2968,o__UBA2968,f__UBA2968,unclassified
OTU362,(o__UBA2968) g__,(o__UBA2968) g__, d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA2968;unclassified;, d__Bacteria,p__Latescibacterota,c__UBA2968,o__UBA2968,unclassified,g__
OTU363,(o__UBA8231) g__GCA-2693325,(o__UBA8231) g__GCA-2693325, d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__GCA-2693325, d__Bacteria,p__Latescibacterota,c__UBA2968,o__UBA8231,f__UBA8231,g__GCA-2693325
OTU364,(o__UBA8231) g__UBA12574,(o__UBA8231) g__UBA12574, d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__UBA12574, d__Bacteria,p__Latescibacterota,c__UBA2968,o__UBA8231,f__UBA8231,g__UBA12574
OTU365,(o__UBA8231) unclassified,(o__UBA8231) unclassified, d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;unclassified, d__Bacteria,p__Latescibacterota,c__UBA2968,o__UBA8231,f__UBA8231,unclassified
OTU366,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Latescibacterota;c__UBA2968;unclassified;, d__Bacteria,p__Latescibacterota,c__UBA2968,unclassified,,g__
OTU367,(o__) g__,(o__) g__, d__Bacteria;p__Latescibacterota;unclassified;, d__Bacteria,p__Latescibacterota,unclassified,o__,,g__
OTU368,(o__GCA-2716485) g__AAA071-K20,(o__GCA-2716485) g__AAA071-K20, d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__GCA-2716485;f__AAA071-K20;g__AAA071-K20, d__Bacteria,p__Margulisbacteria,c__Marinamargulisbacteria,o__GCA-2716485,f__AAA071-K20,g__AAA071-K20
OTU369,(o__GCA-2716485) g__GCA-002719695,(o__GCA-2716485) g__GCA-002719695, d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__GCA-2716485;f__GCA-002719695;g__GCA-002719695, d__Bacteria,p__Margulisbacteria,c__Marinamargulisbacteria,o__GCA-2716485,f__GCA-002719695,g__GCA-002719695
OTU370,(o__GCA-2716485) g__GCA-2690645,(o__GCA-2716485) g__GCA-2690645, d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__GCA-2716485;f__GCA-002719695;g__GCA-2690645, d__Bacteria,p__Margulisbacteria,c__Marinamargulisbacteria,o__GCA-2716485,f__GCA-002719695,g__GCA-2690645
OTU371,(o__GCA-2716485) unclassified,(o__GCA-2716485) unclassified, d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__GCA-2716485;f__GCA-002719695;unclassified, d__Bacteria,p__Margulisbacteria,c__Marinamargulisbacteria,o__GCA-2716485,f__GCA-002719695,unclassified
OTU372,(o__GCA-2716485) g__NG_49,(o__GCA-2716485) g__NG_49, d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__GCA-2716485;f__NG_02;g__NG_49, d__Bacteria,p__Margulisbacteria,c__Marinamargulisbacteria,o__GCA-2716485,f__NG_02,g__NG_49
OTU373,(o__GCA-2716485) g__,(o__GCA-2716485) g__, d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__GCA-2716485;unclassified;, d__Bacteria,p__Margulisbacteria,c__Marinamargulisbacteria,o__GCA-2716485,unclassified,g__
OTU374,(o__SXXA01) g__,(o__SXXA01) g__, d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__SXXA01;unclassified;, d__Bacteria,p__Margulisbacteria,c__Marinamargulisbacteria,o__SXXA01,unclassified,g__
OTU375,(o__UBA6595) g__UBA6595,(o__UBA6595) g__UBA6595, d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__UBA6595;f__UBA6595;g__UBA6595, d__Bacteria,p__Margulisbacteria,c__Marinamargulisbacteria,o__UBA6595,f__UBA6595,g__UBA6595
OTU376,(o__UBA817) g__CACECR01,(o__UBA817) g__CACECR01, d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__UBA817;f__UBA817;g__CACECR01, d__Bacteria,p__Margulisbacteria,c__Marinamargulisbacteria,o__UBA817,f__UBA817,g__CACECR01
OTU377,(o__UBA817) g__NG_50,(o__UBA817) g__NG_50, d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__UBA817;f__UBA817;g__NG_50, d__Bacteria,p__Margulisbacteria,c__Marinamargulisbacteria,o__UBA817,f__UBA817,g__NG_50
OTU378,(o__UBA817) g__UBA817,(o__UBA817) g__UBA817, d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__UBA817;f__UBA817;g__UBA817, d__Bacteria,p__Margulisbacteria,c__Marinamargulisbacteria,o__UBA817,f__UBA817,g__UBA817
OTU379,(o__UBA817) unclassified,(o__UBA817) unclassified, d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__UBA817;f__UBA817;unclassified, d__Bacteria,p__Margulisbacteria,c__Marinamargulisbacteria,o__UBA817,f__UBA817,unclassified
OTU380,(o__UBA817) g__,(o__UBA817) g__, d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__UBA817;unclassified;, d__Bacteria,p__Margulisbacteria,c__Marinamargulisbacteria,o__UBA817,unclassified,g__
OTU381,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;unclassified;, d__Bacteria,p__Margulisbacteria,c__Marinamargulisbacteria,unclassified,,g__
OTU382,(o__) g__,(o__) g__, d__Bacteria;p__Margulisbacteria;unclassified;, d__Bacteria,p__Margulisbacteria,unclassified,o__,,g__
OTU383,(o__Marinisomatales) g__Marinisoma,(o__Marinisomatales) g__Marinisoma, d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__Marinisomataceae;g__Marinisoma, d__Bacteria,p__Marinisomatota,c__Marinisomatia,o__Marinisomatales,f__Marinisomataceae,g__Marinisoma
OTU384,(o__Marinisomatales) g__TMED108,(o__Marinisomatales) g__TMED108, d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TMED108, d__Bacteria,p__Marinisomatota,c__Marinisomatia,o__Marinisomatales,f__TCS55,g__TMED108
OTU385,(o__Marinisomatales) unclassified,(o__Marinisomatales) unclassified, d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;unclassified, d__Bacteria,p__Marinisomatota,c__Marinisomatia,o__Marinisomatales,f__TCS55,unclassified
OTU386,(o__Marinisomatales) g__GCA-002708715,(o__Marinisomatales) g__GCA-002708715, d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__GCA-002708715, d__Bacteria,p__Marinisomatota,c__Marinisomatia,o__Marinisomatales,f__UBA1611,g__GCA-002708715
OTU387,(o__Marinisomatales) g__GCA-002718655,(o__Marinisomatales) g__GCA-002718655, d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__GCA-002718655, d__Bacteria,p__Marinisomatota,c__Marinisomatia,o__Marinisomatales,f__UBA1611,g__GCA-002718655
OTU388,(o__Marinisomatales) g__GCA-2722105,(o__Marinisomatales) g__GCA-2722105, d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__GCA-2722105, d__Bacteria,p__Marinisomatota,c__Marinisomatia,o__Marinisomatales,f__UBA1611,g__GCA-2722105
OTU389,(o__Marinisomatales) g__TMED80,(o__Marinisomatales) g__TMED80, d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__TMED80, d__Bacteria,p__Marinisomatota,c__Marinisomatia,o__Marinisomatales,f__UBA1611,g__TMED80
OTU390,(o__Marinisomatales) unclassified,(o__Marinisomatales) unclassified, d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;unclassified, d__Bacteria,p__Marinisomatota,c__Marinisomatia,o__Marinisomatales,f__UBA1611,unclassified
OTU391,(o__Marinisomatales) g__,(o__Marinisomatales) g__, d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;unclassified;, d__Bacteria,p__Marinisomatota,c__Marinisomatia,o__Marinisomatales,unclassified,g__
OTU392,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Marinisomatota;c__Marinisomatia;unclassified;, d__Bacteria,p__Marinisomatota,c__Marinisomatia,unclassified,,g__
OTU393,(o__UBA8477) g__JABMPR01,(o__UBA8477) g__JABMPR01, d__Bacteria;p__Marinisomatota;c__UBA8477;o__UBA8477;f__UBA8477;g__JABMPR01, d__Bacteria,p__Marinisomatota,c__UBA8477,o__UBA8477,f__UBA8477,g__JABMPR01
OTU394,(o__) g__,(o__) g__, d__Bacteria;p__Marinisomatota;unclassified;, d__Bacteria,p__Marinisomatota,unclassified,o__,,g__
OTU395,(o__REDH01) unclassified,(o__REDH01) unclassified, d__Bacteria;p__Myxococcota;c__Bradymonadia;o__REDH01;f__REDH01;unclassified, d__Bacteria,p__Myxococcota,c__Bradymonadia,o__REDH01,f__REDH01,unclassified
OTU396,(o__UBA7976) unclassified,(o__UBA7976) unclassified, d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA7976;f__UBA1532;unclassified, d__Bacteria,p__Myxococcota,c__Bradymonadia,o__UBA7976,f__UBA1532,unclassified
OTU397,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Myxococcota;c__Bradymonadia;unclassified;, d__Bacteria,p__Myxococcota,c__Bradymonadia,unclassified,,g__
OTU398,(o__Polyangiales) g__,(o__Polyangiales) g__, d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;unclassified;, d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,unclassified,g__
OTU399,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Myxococcota;c__Polyangia;unclassified;, d__Bacteria,p__Myxococcota,c__Polyangia,unclassified,,g__
OTU400,(o__UBA4151) g__CACGMS01,(o__UBA4151) g__CACGMS01, d__Bacteria;p__Myxococcota;c__UBA4151;o__UBA4151;f__UBA4151;g__CACGMS01, d__Bacteria,p__Myxococcota,c__UBA4151,o__UBA4151,f__UBA4151,g__CACGMS01
OTU401,(o__UBA4151) unclassified,(o__UBA4151) unclassified, d__Bacteria;p__Myxococcota;c__UBA4151;o__UBA4151;f__UBA4151;unclassified, d__Bacteria,p__Myxococcota,c__UBA4151,o__UBA4151,f__UBA4151,unclassified
OTU402,(o__UBA727) g__GCA-2721815,(o__UBA727) g__GCA-2721815, d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__GCA-2721815;g__GCA-2721815, d__Bacteria,p__Myxococcota,c__UBA727,o__UBA727,f__GCA-2721815,g__GCA-2721815
OTU403,(o__UBA727) g__,(o__UBA727) g__, d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;unclassified;, d__Bacteria,p__Myxococcota,c__UBA727,o__UBA727,unclassified,g__
OTU404,(o__UBA9042) g__NG_02,(o__UBA9042) g__NG_02, d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__NG_02, d__Bacteria,p__Myxococcota,c__UBA9042,o__UBA9042,f__UBA9042,g__NG_02
OTU405,(o__UBA9042) g__UBA9042,(o__UBA9042) g__UBA9042, d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__UBA9042, d__Bacteria,p__Myxococcota,c__UBA9042,o__UBA9042,f__UBA9042,g__UBA9042
OTU406,(o__UBA9042) unclassified,(o__UBA9042) unclassified, d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;unclassified, d__Bacteria,p__Myxococcota,c__UBA9042,o__UBA9042,f__UBA9042,unclassified
OTU407,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Myxococcota;c__UBA9042;unclassified;, d__Bacteria,p__Myxococcota,c__UBA9042,unclassified,,g__
OTU408,(o__WYAZ01) unclassified,(o__WYAZ01) unclassified, d__Bacteria;p__Myxococcota;c__WYAZ01;o__WYAZ01;f__WYAZ01;unclassified, d__Bacteria,p__Myxococcota,c__WYAZ01,o__WYAZ01,f__WYAZ01,unclassified
OTU409,(o__XYA12-FULL-58-9) g__JABJBS01,(o__XYA12-FULL-58-9) g__JABJBS01, d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;o__XYA12-FULL-58-9;f__JABJBS01;g__JABJBS01, d__Bacteria,p__Myxococcota,c__XYA12-FULL-58-9,o__XYA12-FULL-58-9,f__JABJBS01,g__JABJBS01
OTU410,(o__XYA12-FULL-58-9) g__NG_51,(o__XYA12-FULL-58-9) g__NG_51, d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;o__XYA12-FULL-58-9;f__JABJBS01;g__NG_51, d__Bacteria,p__Myxococcota,c__XYA12-FULL-58-9,o__XYA12-FULL-58-9,f__JABJBS01,g__NG_51
OTU411,(o__XYA12-FULL-58-9) unclassified,(o__XYA12-FULL-58-9) unclassified, d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;o__XYA12-FULL-58-9;f__JABJBS01;unclassified, d__Bacteria,p__Myxococcota,c__XYA12-FULL-58-9,o__XYA12-FULL-58-9,f__JABJBS01,unclassified
OTU412,(o__XYA12-FULL-58-9) g__,(o__XYA12-FULL-58-9) g__, d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;o__XYA12-FULL-58-9;unclassified;, d__Bacteria,p__Myxococcota,c__XYA12-FULL-58-9,o__XYA12-FULL-58-9,unclassified,g__
OTU413,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;unclassified;, d__Bacteria,p__Myxococcota,c__XYA12-FULL-58-9,unclassified,,g__
OTU414,(o__) g__,(o__) g__, d__Bacteria;p__Myxococcota;unclassified;, d__Bacteria,p__Myxococcota,unclassified,o__,,g__
OTU415,(o__UBA796) g__JADKFE01,(o__UBA796) g__JADKFE01, d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__CAJQPC01;g__JADKFE01, d__Bacteria,p__Myxococcota_A,c__UBA796,o__UBA796,f__CAJQPC01,g__JADKFE01
OTU416,(o__UBA796) unclassified,(o__UBA796) unclassified, d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__CAJQPC01;unclassified, d__Bacteria,p__Myxococcota_A,c__UBA796,o__UBA796,f__CAJQPC01,unclassified
OTU417,(o__UBA796) g__GCA-2683315,(o__UBA796) g__GCA-2683315, d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__GCA-2683315;g__GCA-2683315, d__Bacteria,p__Myxococcota_A,c__UBA796,o__UBA796,f__GCA-2683315,g__GCA-2683315
OTU418,(o__UBA796) g__REDI01,(o__UBA796) g__REDI01, d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__GCA-2862545;g__REDI01, d__Bacteria,p__Myxococcota_A,c__UBA796,o__UBA796,f__GCA-2862545,g__REDI01
OTU419,(o__UBA796) unclassified,(o__UBA796) unclassified, d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__GCA-2862545;unclassified, d__Bacteria,p__Myxococcota_A,c__UBA796,o__UBA796,f__GCA-2862545,unclassified
OTU420,(o__UBA796) unclassified,(o__UBA796) unclassified, d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__SXON01;unclassified, d__Bacteria,p__Myxococcota_A,c__UBA796,o__UBA796,f__SXON01,unclassified
OTU421,(o__UBA796) g__J125,(o__UBA796) g__J125, d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__UBA2385;g__J125, d__Bacteria,p__Myxococcota_A,c__UBA796,o__UBA796,f__UBA2385,g__J125
OTU422,(o__UBA796) g__M30B51,(o__UBA796) g__M30B51, d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__UBA2385;g__M30B51, d__Bacteria,p__Myxococcota_A,c__UBA796,o__UBA796,f__UBA2385,g__M30B51
OTU423,(o__UBA796) g__S143-5,(o__UBA796) g__S143-5, d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__UBA2385;g__S143-5, d__Bacteria,p__Myxococcota_A,c__UBA796,o__UBA796,f__UBA2385,g__S143-5
OTU424,(o__UBA796) unclassified,(o__UBA796) unclassified, d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__UBA2385;unclassified, d__Bacteria,p__Myxococcota_A,c__UBA796,o__UBA796,f__UBA2385,unclassified
OTU425,(o__UBA796) g__UBA796,(o__UBA796) g__UBA796, d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__UBA796;g__UBA796, d__Bacteria,p__Myxococcota_A,c__UBA796,o__UBA796,f__UBA796,g__UBA796
OTU426,(o__UBA796) g__,(o__UBA796) g__, d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;unclassified;, d__Bacteria,p__Myxococcota_A,c__UBA796,o__UBA796,unclassified,g__
OTU427,(o__UBA9615) g__UBA6601,(o__UBA9615) g__UBA6601, d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA9615;f__UBA9615;g__UBA6601, d__Bacteria,p__Myxococcota_A,c__UBA796,o__UBA9615,f__UBA9615,g__UBA6601
OTU428,(o__UBA9615) unclassified,(o__UBA9615) unclassified, d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA9615;f__UBA9615;unclassified, d__Bacteria,p__Myxococcota_A,c__UBA796,o__UBA9615,f__UBA9615,unclassified
OTU429,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Myxococcota_A;c__UBA796;unclassified;, d__Bacteria,p__Myxococcota_A,c__UBA796,unclassified,,g__
OTU430,(o__) g__,(o__) g__, d__Bacteria;p__Myxococcota_A;unclassified;, d__Bacteria,p__Myxococcota_A,unclassified,o__,,g__
OTU431,(o__Nitrospinales) g__NG_52,(o__Nitrospinales) g__NG_52, d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__NG_03;g__NG_52, d__Bacteria,p__Nitrospinota,c__Nitrospinia,o__Nitrospinales,f__NG_03,g__NG_52
OTU432,(o__Nitrospinales) g__Nitronauta,(o__Nitrospinales) g__Nitronauta, d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Nitronauta, d__Bacteria,p__Nitrospinota,c__Nitrospinia,o__Nitrospinales,f__Nitrospinaceae,g__Nitronauta
OTU433,(o__Nitrospinales) g__Nitrospina,(o__Nitrospinales) g__Nitrospina, d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Nitrospina, d__Bacteria,p__Nitrospinota,c__Nitrospinia,o__Nitrospinales,f__Nitrospinaceae,g__Nitrospina
OTU434,(o__Nitrospinales) g__SZUA-226,(o__Nitrospinales) g__SZUA-226, d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__SZUA-226, d__Bacteria,p__Nitrospinota,c__Nitrospinia,o__Nitrospinales,f__Nitrospinaceae,g__SZUA-226
OTU435,(o__Nitrospinales) g__UBA8687,(o__Nitrospinales) g__UBA8687, d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__UBA8687, d__Bacteria,p__Nitrospinota,c__Nitrospinia,o__Nitrospinales,f__Nitrospinaceae,g__UBA8687
