OTU216,(Methanomassiliicoccales);unclassified,(o__Methanomassiliicoccales);unclassified,d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Methanomassiliicoccales; f__Methanomethylophilaceae; unclassified,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,unclassified
OTU217,(Methanomassiliicoccales);,(o__Methanomassiliicoccales);,d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Methanomassiliicoccales; unclassified,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,unclassified,
OTU218,(unclassified);,(unclassified);,d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; unclassified,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,unclassified,,
OTU219,(unclassified);,(unclassified);,d__Archaea; p__Thermoplasmatota; c__UBA186; unclassified,d__Archaea,p__Thermoplasmatota,c__UBA186,unclassified,,
OTU220,();,();,d__Archaea; p__Thermoplasmatota; unclassified,d__Archaea,p__Thermoplasmatota,unclassified,,,
OTU221,(40CM-2-53-6);40CM-2-53-6,(o__40CM-2-53-6);40CM-2-53-6,d__Archaea; p__Thermoproteota; c__Bathyarchaeia; o__40CM-2-53-6; f__40CM-2-53-6; 40CM-2-53-6,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__40CM-2-53-6,f__40CM-2-53-6,40CM-2-53-6
OTU222,(40CM-2-53-6);unclassified,(o__40CM-2-53-6);unclassified,d__Archaea; p__Thermoproteota; c__Bathyarchaeia; o__40CM-2-53-6; f__40CM-2-53-6; unclassified,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__40CM-2-53-6,f__40CM-2-53-6,unclassified
OTU223,(40CM-2-53-6);DTDX01,(o__40CM-2-53-6);DTDX01,d__Archaea; p__Thermoproteota; c__Bathyarchaeia; o__40CM-2-53-6; f__DTDX01; DTDX01,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__40CM-2-53-6,f__DTDX01,DTDX01
OTU224,(40CM-2-53-6);,(o__40CM-2-53-6);,d__Archaea; p__Thermoproteota; c__Bathyarchaeia; o__40CM-2-53-6; unclassified,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__40CM-2-53-6,unclassified,
OTU225,(B25);unclassified,(o__B25);unclassified,d__Archaea; p__Thermoproteota; c__Bathyarchaeia; o__B25; f__B25; unclassified,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B25,f__B25,unclassified
OTU226,(B26-1);DTEX01,(o__B26-1);DTEX01,d__Archaea; p__Thermoproteota; c__Bathyarchaeia; o__B26-1; f__B26-1; DTEX01,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__B26-1,DTEX01
OTU227,(B26-1);unclassified,(o__B26-1);unclassified,d__Archaea; p__Thermoproteota; c__Bathyarchaeia; o__B26-1; f__B26-1; unclassified,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__B26-1,unclassified
OTU228,(B26-1);unclassified,(o__B26-1);unclassified,d__Archaea; p__Thermoproteota; c__Bathyarchaeia; o__B26-1; f__BA1; unclassified,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__BA1,unclassified
OTU229,(B26-1);unclassified,(o__B26-1);unclassified,d__Archaea; p__Thermoproteota; c__Bathyarchaeia; o__B26-1; f__UBA233; unclassified,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,unclassified
OTU230,(B26-1);,(o__B26-1);,d__Archaea; p__Thermoproteota; c__Bathyarchaeia; o__B26-1; unclassified,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,unclassified,
OTU231,(TCS64);unclassified,(o__TCS64);unclassified,d__Archaea; p__Thermoproteota; c__Bathyarchaeia; o__TCS64; f__TCS64; unclassified,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__TCS64,f__TCS64,unclassified
OTU232,(TCS64);,(o__TCS64);,d__Archaea; p__Thermoproteota; c__Bathyarchaeia; o__TCS64; unclassified,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__TCS64,unclassified,
OTU233,(unclassified);,(unclassified);,d__Archaea; p__Thermoproteota; c__Bathyarchaeia; unclassified,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,unclassified,,
OTU234,(Korarchaeales);unclassified,(o__Korarchaeales);unclassified,d__Archaea; p__Thermoproteota; c__Korarchaeia; o__Korarchaeales; f__Korarchaeaceae; unclassified,d__Archaea,p__Thermoproteota,c__Korarchaeia,o__Korarchaeales,f__Korarchaeaceae,unclassified
OTU235,(Korarchaeales);,(o__Korarchaeales);,d__Archaea; p__Thermoproteota; c__Korarchaeia; o__Korarchaeales; unclassified,d__Archaea,p__Thermoproteota,c__Korarchaeia,o__Korarchaeales,unclassified,
OTU236,(unclassified);,(unclassified);,d__Archaea; p__Thermoproteota; c__Korarchaeia; unclassified,d__Archaea,p__Thermoproteota,c__Korarchaeia,unclassified,,
OTU237,(unclassified);,(unclassified);,d__Archaea; p__Thermoproteota; c__Methanomethylicia; unclassified,d__Archaea,p__Thermoproteota,c__Methanomethylicia,unclassified,,
OTU238,(Nitrososphaerales);JACEMX01,(o__Nitrososphaerales);JACEMX01,d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; JACEMX01,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,JACEMX01
OTU239,(Nitrososphaerales);Nitrosarchaeum,(o__Nitrososphaerales);Nitrosarchaeum,d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; Nitrosarchaeum,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrosarchaeum
OTU240,(Nitrososphaerales);Nitrosarchaeum_A,(o__Nitrososphaerales);Nitrosarchaeum_A,d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; Nitrosarchaeum_A,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrosarchaeum_A
OTU241,(Nitrososphaerales);Nitrosopumilus,(o__Nitrososphaerales);Nitrosopumilus,d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; Nitrosopumilus,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrosopumilus
OTU242,(Nitrososphaerales);Nitrosotenuis,(o__Nitrososphaerales);Nitrosotenuis,d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; Nitrosotenuis,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrosotenuis
OTU243,(Nitrososphaerales);unclassified,(o__Nitrososphaerales);unclassified,d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; unclassified,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,unclassified
OTU244,(Nitrososphaerales);,(o__Nitrososphaerales);,d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; unclassified,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,unclassified,
OTU245,(unclassified);,(unclassified);,d__Archaea; p__Thermoproteota; c__Nitrososphaeria; unclassified,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,unclassified,,
OTU246,(Caldarchaeales);,(o__Caldarchaeales);,d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Caldarchaeales; unclassified,d__Archaea,p__Thermoproteota,c__Nitrososphaeria_A,o__Caldarchaeales,unclassified,
OTU247,(Sulfolobales);unclassified,(o__Sulfolobales);unclassified,d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Acidilobaceae; unclassified,d__Archaea,p__Thermoproteota,c__Thermoproteia,o__Sulfolobales,f__Acidilobaceae,unclassified
OTU248,(Sulfolobales);unclassified,(o__Sulfolobales);unclassified,d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; unclassified,d__Archaea,p__Thermoproteota,c__Thermoproteia,o__Sulfolobales,f__Sulfolobaceae,unclassified
OTU249,(Sulfolobales);,(o__Sulfolobales);,d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; unclassified,d__Archaea,p__Thermoproteota,c__Thermoproteia,o__Sulfolobales,unclassified,
OTU250,(Thermofilales);,(o__Thermofilales);,d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Thermofilales; unclassified,d__Archaea,p__Thermoproteota,c__Thermoproteia,o__Thermofilales,unclassified,
OTU251,(Thermoproteales);unclassified,(o__Thermoproteales);unclassified,d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Thermoproteales; f__Thermoproteaceae; unclassified,d__Archaea,p__Thermoproteota,c__Thermoproteia,o__Thermoproteales,f__Thermoproteaceae,unclassified
OTU252,(Thermoproteales);,(o__Thermoproteales);,d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Thermoproteales; unclassified,d__Archaea,p__Thermoproteota,c__Thermoproteia,o__Thermoproteales,unclassified,
OTU253,(unclassified);,(unclassified);,d__Archaea; p__Thermoproteota; c__Thermoproteia; unclassified,d__Archaea,p__Thermoproteota,c__Thermoproteia,unclassified,,
OTU254,();,();,d__Archaea; p__Thermoproteota; unclassified,d__Archaea,p__Thermoproteota,unclassified,,,
OTU255,(Undinarchaeales);,(o__Undinarchaeales);,d__Archaea; p__Undinarchaeota; c__Undinarchaeia; o__Undinarchaeales; unclassified,d__Archaea,p__Undinarchaeota,c__Undinarchaeia,o__Undinarchaeales,unclassified,
OTU256,();,();,d__Archaea; unclassified,d__Archaea,unclassified,,,,
OTU257,(Acidoferrales);,(o__Acidoferrales);,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidoferrales; unclassified,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,unclassified,
OTU258,(Bryobacterales);unclassified,(o__Bryobacterales);unclassified,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__Bryobacteraceae; unclassified,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,unclassified
OTU259,(Bryobacterales);RI-231,(o__Bryobacterales);RI-231,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__UBA6623; RI-231,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__UBA6623,RI-231
OTU260,(Bryobacterales);unclassified,(o__Bryobacterales);unclassified,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__UBA6623; unclassified,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__UBA6623,unclassified
OTU261,(Bryobacterales);,(o__Bryobacterales);,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; unclassified,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,unclassified,
OTU262,(unclassified);,(unclassified);,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; unclassified,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,unclassified,,
OTU263,(Aminicenantales);,(o__Aminicenantales);,d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; unclassified,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__Aminicenantales,unclassified,
OTU264,(unclassified);,(unclassified);,d__Bacteria; p__Acidobacteriota; c__Aminicenantia; unclassified,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,unclassified,,
OTU265,(Pyrinomonadales);unclassified,(o__Pyrinomonadales);unclassified,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; unclassified,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,unclassified
OTU266,(unclassified);,(unclassified);,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; unclassified,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,unclassified,,
OTU267,(Holophagales);UBA12189,(o__Holophagales);UBA12189,d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Holophagales; f__Holophagaceae; UBA12189,d__Bacteria,p__Acidobacteriota,c__Holophagae,o__Holophagales,f__Holophagaceae,UBA12189
OTU268,(Thermotomaculales);UM-FILTER-49-7,(o__Thermotomaculales);UM-FILTER-49-7,d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Thermotomaculales; f__Thermotomaculaceae; UM-FILTER-49-7,d__Bacteria,p__Acidobacteriota,c__Holophagae,o__Thermotomaculales,f__Thermotomaculaceae,UM-FILTER-49-7
OTU269,(unclassified);,(unclassified);,d__Bacteria; p__Acidobacteriota; c__Holophagae; unclassified,d__Bacteria,p__Acidobacteriota,c__Holophagae,unclassified,,
OTU270,(unclassified);,(unclassified);,d__Bacteria; p__Acidobacteriota; c__Mor1; unclassified,d__Bacteria,p__Acidobacteriota,c__Mor1,unclassified,,
OTU271,(unclassified);,(unclassified);,d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; unclassified,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,unclassified,,
OTU272,(unclassified);,(unclassified);,d__Bacteria; p__Acidobacteriota; c__UBA6911; unclassified,d__Bacteria,p__Acidobacteriota,c__UBA6911,unclassified,,
OTU273,(Vicinamibacterales);QHWT01,(o__Vicinamibacterales);QHWT01,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; QHWT01,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__2-12-FULL-66-21,QHWT01
OTU274,(Vicinamibacterales);unclassified,(o__Vicinamibacterales);unclassified,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; unclassified,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__2-12-FULL-66-21,unclassified
OTU275,(Vicinamibacterales);SCN-69-37,(o__Vicinamibacterales);SCN-69-37,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__SCN-69-37; SCN-69-37,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__SCN-69-37,SCN-69-37
OTU276,(Vicinamibacterales);SCUN01,(o__Vicinamibacterales);SCUN01,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__SCN-69-37; SCUN01,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__SCN-69-37,SCUN01
OTU277,(Vicinamibacterales);SYFT01,(o__Vicinamibacterales);SYFT01,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__SCN-69-37; SYFT01,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__SCN-69-37,SYFT01
OTU278,(Vicinamibacterales);unclassified,(o__Vicinamibacterales);unclassified,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__SCN-69-37; unclassified,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__SCN-69-37,unclassified
OTU279,(Vicinamibacterales);12-FULL-67-14b,(o__Vicinamibacterales);12-FULL-67-14b,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; 12-FULL-67-14b,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,12-FULL-67-14b
OTU280,(Vicinamibacterales);CADEFD01,(o__Vicinamibacterales);CADEFD01,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; CADEFD01,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,CADEFD01
OTU281,(Vicinamibacterales);Gp6-AA40,(o__Vicinamibacterales);Gp6-AA40,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; Gp6-AA40,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,Gp6-AA40
OTU282,(Vicinamibacterales);JABFRY01,(o__Vicinamibacterales);JABFRY01,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; JABFRY01,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,JABFRY01
OTU283,(Vicinamibacterales);VFZH01,(o__Vicinamibacterales);VFZH01,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; VFZH01,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,VFZH01
OTU284,(Vicinamibacterales);VFZN01,(o__Vicinamibacterales);VFZN01,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; VFZN01,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,VFZN01
OTU285,(Vicinamibacterales);WHSN01,(o__Vicinamibacterales);WHSN01,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; WHSN01,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,WHSN01
OTU286,(Vicinamibacterales);unclassified,(o__Vicinamibacterales);unclassified,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; unclassified,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,unclassified
OTU287,(Vicinamibacterales);unclassified,(o__Vicinamibacterales);unclassified,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA8438; unclassified,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA8438,unclassified
OTU288,(Vicinamibacterales);,(o__Vicinamibacterales);,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; unclassified,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,unclassified,
OTU289,(unclassified);,(unclassified);,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; unclassified,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,unclassified,,
OTU290,();,();,d__Bacteria; p__Acidobacteriota; unclassified,d__Bacteria,p__Acidobacteriota,unclassified,,,
OTU291,(Acidimicrobiales);VGBO01,(o__Acidimicrobiales);VGBO01,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__CAIXPF01; VGBO01,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__CAIXPF01,VGBO01
OTU292,(Acidimicrobiales);BACL27,(o__Acidimicrobiales);BACL27,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; BACL27,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,BACL27
OTU293,(Acidimicrobiales);Casp-actino5,(o__Acidimicrobiales);Casp-actino5,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; Casp-actino5,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,Casp-actino5
OTU294,(Acidimicrobiales);Casp-actino8,(o__Acidimicrobiales);Casp-actino8,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; Casp-actino8,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,Casp-actino8
OTU295,(Acidimicrobiales);F1-60-MAGs027,(o__Acidimicrobiales);F1-60-MAGs027,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; F1-60-MAGs027,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,F1-60-MAGs027
OTU296,(Acidimicrobiales);Ilumatobacter,(o__Acidimicrobiales);Ilumatobacter,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; Ilumatobacter,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,Ilumatobacter
OTU297,(Acidimicrobiales);Ilumatobacter_A,(o__Acidimicrobiales);Ilumatobacter_A,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; Ilumatobacter_A,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,Ilumatobacter_A
OTU298,(Acidimicrobiales);SKSP01,(o__Acidimicrobiales);SKSP01,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; SKSP01,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,SKSP01
OTU299,(Acidimicrobiales);UBA2093,(o__Acidimicrobiales);UBA2093,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; UBA2093,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,UBA2093
OTU300,(Acidimicrobiales);UBA3006,(o__Acidimicrobiales);UBA3006,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; UBA3006,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,UBA3006
OTU301,(Acidimicrobiales);UBA668,(o__Acidimicrobiales);UBA668,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; UBA668,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,UBA668
OTU302,(Acidimicrobiales);unclassified,(o__Acidimicrobiales);unclassified,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; unclassified,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,unclassified
OTU303,(Acidimicrobiales);DRKF01,(o__Acidimicrobiales);DRKF01,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__TK06; DRKF01,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__TK06,DRKF01
OTU304,(Acidimicrobiales);MedAcidi-G3,(o__Acidimicrobiales);MedAcidi-G3,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__TK06; MedAcidi-G3,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__TK06,MedAcidi-G3
OTU305,(Acidimicrobiales);UBA2110,(o__Acidimicrobiales);UBA2110,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__TK06; UBA2110,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__TK06,UBA2110
OTU306,(Acidimicrobiales);UBA6944,(o__Acidimicrobiales);UBA6944,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__TK06; UBA6944,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__TK06,UBA6944
OTU307,(Acidimicrobiales);UBA7388,(o__Acidimicrobiales);UBA7388,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__TK06; UBA7388,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__TK06,UBA7388
OTU308,(Acidimicrobiales);WTFX01,(o__Acidimicrobiales);WTFX01,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__TK06; WTFX01,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__TK06,WTFX01
OTU309,(Acidimicrobiales);unclassified,(o__Acidimicrobiales);unclassified,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__TK06; unclassified,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__TK06,unclassified
OTU310,(Acidimicrobiales);UBA10347,(o__Acidimicrobiales);UBA10347,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__UBA10347; UBA10347,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA10347,UBA10347
OTU311,(Acidimicrobiales);UBA11606,(o__Acidimicrobiales);UBA11606,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__UBA11606; UBA11606,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA11606,UBA11606
OTU312,(Acidimicrobiales);unclassified,(o__Acidimicrobiales);unclassified,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__UBA11606; unclassified,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA11606,unclassified
OTU313,(Acidimicrobiales);F1-20-MAGs160,(o__Acidimicrobiales);F1-20-MAGs160,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__UBA8139; F1-20-MAGs160,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8139,F1-20-MAGs160
OTU314,(Acidimicrobiales);unclassified,(o__Acidimicrobiales);unclassified,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__UBA8139; unclassified,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8139,unclassified
OTU315,(Acidimicrobiales);UBA8592,(o__Acidimicrobiales);UBA8592,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__UBA8592; UBA8592,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8592,UBA8592
OTU316,(Acidimicrobiales);,(o__Acidimicrobiales);,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; unclassified,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,unclassified,
OTU317,(Actinomarinales);Actinomarina,(o__Actinomarinales);Actinomarina,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Actinomarinales; f__Actinomarinaceae; Actinomarina,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Actinomarinales,f__Actinomarinaceae,Actinomarina
