OTU59,(Thermococcales);unclassified,(o__Thermococcales);unclassified,d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; unclassified,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,unclassified
OTU60,(unclassified);,(unclassified);,d__Archaea; p__Methanobacteriota_B; c__Thermococci; unclassified,d__Archaea,p__Methanobacteriota_B,c__Thermococci,unclassified,,
OTU61,(Anstonellales);unclassified,(o__Anstonellales);unclassified,d__Archaea; p__Micrarchaeota; c__Micrarchaeia; o__Anstonellales; f__Anstonellaceae; unclassified,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Anstonellales,f__Anstonellaceae,unclassified
OTU62,(Anstonellales);Bilamarchaeum,(o__Anstonellales);Bilamarchaeum,d__Archaea; p__Micrarchaeota; c__Micrarchaeia; o__Anstonellales; f__Bilamarchaeaceae; Bilamarchaeum,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Anstonellales,f__Bilamarchaeaceae,Bilamarchaeum
OTU63,(Anstonellales);unclassified,(o__Anstonellales);unclassified,d__Archaea; p__Micrarchaeota; c__Micrarchaeia; o__Anstonellales; f__Bilamarchaeaceae; unclassified,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Anstonellales,f__Bilamarchaeaceae,unclassified
OTU64,(Anstonellales);,(o__Anstonellales);,d__Archaea; p__Micrarchaeota; c__Micrarchaeia; o__Anstonellales; unclassified,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Anstonellales,unclassified,
OTU65,(Norongarragalinales);,(o__Norongarragalinales);,d__Archaea; p__Micrarchaeota; c__Micrarchaeia; o__Norongarragalinales; unclassified,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Norongarragalinales,unclassified,
OTU66,(unclassified);,(unclassified);,d__Archaea; p__Micrarchaeota; c__Micrarchaeia; unclassified,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,unclassified,,
OTU67,(Nanoarchaeales);unclassified,(o__Nanoarchaeales);unclassified,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Nanoarchaeales; f__Nanopusillaceae; unclassified,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Nanoarchaeales,f__Nanopusillaceae,unclassified
OTU68,(Pacearchaeales);1-14-0-10-34-76,(o__Pacearchaeales);1-14-0-10-34-76,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; 1-14-0-10-34-76,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,1-14-0-10-34-76
OTU69,(Pacearchaeales);ARS10,(o__Pacearchaeales);ARS10,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; ARS10,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,ARS10
OTU70,(Pacearchaeales);ARS1285,(o__Pacearchaeales);ARS1285,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; ARS1285,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,ARS1285
OTU71,(Pacearchaeales);ARS1301,(o__Pacearchaeales);ARS1301,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; ARS1301,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,ARS1301
OTU72,(Pacearchaeales);ARS1309,(o__Pacearchaeales);ARS1309,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; ARS1309,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,ARS1309
OTU73,(Pacearchaeales);ARS23,(o__Pacearchaeales);ARS23,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; ARS23,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,ARS23
OTU74,(Pacearchaeales);ASMP01,(o__Pacearchaeales);ASMP01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; ASMP01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,ASMP01
OTU75,(Pacearchaeales);CABMGO01,(o__Pacearchaeales);CABMGO01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; CABMGO01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,CABMGO01
OTU76,(Pacearchaeales);CAIPOI01,(o__Pacearchaeales);CAIPOI01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; CAIPOI01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,CAIPOI01
OTU77,(Pacearchaeales);CAIQQL01,(o__Pacearchaeales);CAIQQL01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; CAIQQL01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,CAIQQL01
OTU78,(Pacearchaeales);CG1-02-35-32,(o__Pacearchaeales);CG1-02-35-32,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; CG1-02-35-32,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,CG1-02-35-32
OTU79,(Pacearchaeales);CG1-02-39-14,(o__Pacearchaeales);CG1-02-39-14,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; CG1-02-39-14,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,CG1-02-39-14
OTU80,(Pacearchaeales);GW2011-AR1,(o__Pacearchaeales);GW2011-AR1,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; GW2011-AR1,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,GW2011-AR1
OTU81,(Pacearchaeales);J144,(o__Pacearchaeales);J144,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; J144,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,J144
OTU82,(Pacearchaeales);JABHWZ01,(o__Pacearchaeales);JABHWZ01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JABHWZ01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JABHWZ01
OTU83,(Pacearchaeales);JABIDS01,(o__Pacearchaeales);JABIDS01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JABIDS01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JABIDS01
OTU84,(Pacearchaeales);JACQLK01,(o__Pacearchaeales);JACQLK01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JACQLK01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JACQLK01
OTU85,(Pacearchaeales);JAFCDB01,(o__Pacearchaeales);JAFCDB01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JAFCDB01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JAFCDB01
OTU86,(Pacearchaeales);JAFCDM01,(o__Pacearchaeales);JAFCDM01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JAFCDM01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JAFCDM01
OTU87,(Pacearchaeales);JAFCDW01,(o__Pacearchaeales);JAFCDW01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JAFCDW01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JAFCDW01
OTU88,(Pacearchaeales);JAFCEJ01,(o__Pacearchaeales);JAFCEJ01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JAFCEJ01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JAFCEJ01
OTU89,(Pacearchaeales);JAFCES01,(o__Pacearchaeales);JAFCES01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JAFCES01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JAFCES01
OTU90,(Pacearchaeales);JAFCEV01,(o__Pacearchaeales);JAFCEV01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JAFCEV01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JAFCEV01
OTU91,(Pacearchaeales);JAFCFX01,(o__Pacearchaeales);JAFCFX01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JAFCFX01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JAFCFX01
OTU92,(Pacearchaeales);JAGVWR01,(o__Pacearchaeales);JAGVWR01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JAGVWR01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JAGVWR01
OTU93,(Pacearchaeales);JAGVXA01,(o__Pacearchaeales);JAGVXA01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JAGVXA01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JAGVXA01
OTU94,(Pacearchaeales);JAGVXH01,(o__Pacearchaeales);JAGVXH01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JAGVXH01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JAGVXH01
OTU95,(Pacearchaeales);JAGVXI01,(o__Pacearchaeales);JAGVXI01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JAGVXI01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JAGVXI01
OTU96,(Pacearchaeales);JAGVXK01,(o__Pacearchaeales);JAGVXK01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JAGVXK01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JAGVXK01
OTU97,(Pacearchaeales);JAHIWS01,(o__Pacearchaeales);JAHIWS01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JAHIWS01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JAHIWS01
OTU98,(Pacearchaeales);JAHKAF01,(o__Pacearchaeales);JAHKAF01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JAHKAF01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JAHKAF01
OTU99,(Pacearchaeales);JWKY01,(o__Pacearchaeales);JWKY01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; JWKY01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,JWKY01
OTU100,(Pacearchaeales);MFWN01,(o__Pacearchaeales);MFWN01,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1; MFWN01,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,MFWN01
