,139536,139537,139538,139539,139540,139541,139542,139543,139544,139545,139546,139547,139548,139549,139550,139551,139552,139553,139554,139555,139556,139557,139558,139560,139561,139562,139563,139564,139565,139566,139567,139568,139569,139570,139571,139572,139573,139574,139575,139576,139577,139578,139579,139580,139581,139582,139583,139584,139585,139586,139587,139588,139589,139590
OTU1   ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2   ,0,0,0,6,12,0,8,0,10,0,0,0,0,12,8,0,13,12,0,0,0,0,0,0,8,0,0,0,0,0,0,15,0,14,10,13,0,0,0,0,0,18,20,0,14,0,0,0,0,0,0,0,0,0
OTU3   ,488,430,418,2332,2712,840,1123,107,271,0,0,0,34,33,29,0,0,0,0,18,26,19,0,0,0,0,0,0,0,0,228,304,174,0,0,0,861,750,1639,3089,1251,4104,187,35,141,1580,565,1507,719,541,925,36,122,102
OTU4   ,0,2,2,0,6,2,0,2,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,2,2,0,0,2,0,2,6,2,0,0,0
OTU5   ,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU6   ,2,4,0,0,4,4,4,4,6,2,0,2,6,0,0,0,0,0,0,0,2,0,0,2,0,0,0,5,0,0,0,0,6,2,0,2,2,6,0,4,2,0,0,2,0,0,4,2,23,2,4,9,6,2
OTU7   ,19,17,9,9,19,2,11,2,0,6,0,8,16,4,4,0,0,0,0,6,0,2,8,0,0,0,0,8,0,6,8,10,14,12,8,6,21,21,36,8,6,4,12,8,4,26,8,4,2,0,11,0,6,14
OTU8   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
OTU9   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,10,0,0,0,0,0,0,0,0,0
OTU10  ,14,0,0,0,0,0,10,8,11,16,0,24,0,0,14,9,0,14,0,0,0,0,0,0,25,0,14,8,0,6,0,10,0,0,21,12,0,10,16,0,20,10,14,12,20,0,0,7,0,0,0,0,0,0
OTU11  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,6,10,8,0,14,16,0,0,0,0,0,0,0,0,0
OTU12  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
OTU13  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10
OTU14  ,0,0,0,21,0,0,20,16,31,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,20,16,0,31,19,72,0,0,0,17,0,35,52,25,60,0,0,0,0,0,0,37,26,46
OTU15  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,73,94,34,235,139,539,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
OTU16  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,29,0,0,0,0,0,0,0,0,0
OTU17  ,49,29,21,66,53,21,92,90,161,70,59,98,55,74,50,66,98,125,0,29,18,74,33,51,138,41,70,39,24,33,150,188,60,177,149,468,45,55,94,107,41,231,329,138,330,51,14,36,14,17,17,113,188,228
OTU18  ,0,2,0,4,0,0,6,2,6,6,0,2,2,0,6,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,6,4,0,2,2,6,6,0,2,0,0,6,2,2,4,2,2,2,0,0,0,0,8,0
OTU19  ,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU20  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
OTU21  ,16,0,0,16,0,0,17,0,26,0,14,16,0,0,0,0,14,24,0,0,0,14,0,0,20,0,0,0,0,0,14,27,0,20,21,43,0,27,17,21,0,31,38,10,46,0,0,0,0,0,0,17,28,33
OTU22  ,12,0,4,133,76,65,243,297,513,0,0,0,4,4,0,4,2,41,0,0,0,0,0,0,0,0,0,0,0,0,183,156,29,59,29,84,0,0,8,350,139,766,856,184,864,0,0,0,0,0,0,67,61,111
OTU23  ,2,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU24  ,2,4,4,10,12,16,19,6,4,0,0,0,4,4,6,2,8,14,0,0,0,0,0,0,2,0,0,0,0,0,6,6,0,8,4,6,0,6,6,4,6,15,25,6,27,0,0,0,0,0,0,6,7,10
OTU25  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
OTU26  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
OTU27  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
OTU28  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
OTU29  ,0,0,0,15,8,0,18,0,26,0,10,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,18,20,16,20,16,0,10,16,37,27,31,0,0,0,0,0,0,24,36,33
OTU30  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
OTU31  ,0,0,0,0,19,0,21,27,80,20,0,23,0,20,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,23,14,0,27,18,25,20,12,43,0,0,20,16,0,20,14,0,0,6,2,0,0,14,19
